,master_metadata_track_name,master_metadata_album_album_name,spotify_track_uri,master_metadata_album_artist_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
134,Romance,Spanische Gitarrenmusik Für Den Flamenco,spotify:track:02RrGOAYU9IOLIHtErN04y,Hasan Çakırsoy,0.957,0.419,150361,0.293,0.942,4,0.101,-12.556,0,0.0499,102.201,4,0.372
135,PERSIAN RUGS,PARTYPACK,spotify:track:02UJ1sCanP94fS2MdsWafh,PARTYNEXTDOOR,0.0489,0.768,174307,0.428,0.000491,1,0.105,-8.156,0,0.0459,110.478,4,0.147
136,Die Schlange und die Echse,Liebe > Kriege,spotify:track:02UPUFNNE7rSxCEi7liCV5,Lazy Lizzard Gang,0.87,0.622,189040,0.231,5.58e-06,0,0.15,-15.243,1,0.0445,125.833,4,0.505
137,,,spotify:track:02WacdrRpm4zlP8H7X6bnQ,,0.851,0.608,260004,0.174,1.92e-05,1,0.0855,-8.796,1,0.0332,112.175,4,0.193
138,Dancing On My Own,Dancing On My Own,"spotify:track:02WacdrRpm4zlP8H7X6bnQ,spotify:track:2BOqDYLOJBiMOXShCV1neZ",Calum Scott,,,,,,,,,,,,,
139,Above the Sky,Above the Sky,spotify:track:02WitL66kM2ObNDkM95rFD,Majestica,0.00022,0.384,351277,0.964,0.00135,0,0.107,-3.378,1,0.105,169.999,4,0.378
140,Guilty Party - 2017 Version,Guilty Party,spotify:track:02YVcnG4I8V41lPZffUGb9,Thunder Jackson,0.167,0.727,211998,0.753,0.00101,5,0.0915,-6.391,1,0.0352,144.072,4,0.609
141,Say It,Skin,spotify:track:02Yq8TMuecXONAjkORNJNM,Flume,0.0704,0.59,262521,0.531,3.01e-06,3,0.0623,-6.828,0,0.0326,75.114,4,0.266
142,Grande Duo Concertante for Guitar and Piano: III. Largo,Classical Guitar Works,spotify:track:02ZvkiZOmHKJsywlEV0gX9,Seth Pinton,0.963,0.456,179030,0.202,0.828,9,0.111,-18.435,0,0.043,92.164,4,0.0755
143,Patte,K¡K¡,spotify:track:02Zvyy8e4ct5DUcWPujjYR,Nimo,0.00925,0.672,201493,0.666,0.0,2,0.069,-5.953,1,0.26,128.083,4,0.129
144,SAD!,Ashton Foster,spotify:track:02amK78zCIX154j6SlPAyj,Ashton Foster,0.996,0.792,164283,0.105,0.947,11,0.116,-20.539,0,0.0651,104.046,4,0.287
145,Let Me See That Ponytail Run,Debt'll Get'em,spotify:track:02cChVFGYe42xgUC64ZYuu,The Defibulators,0.532,0.523,273497,0.46,0.225,4,0.11,-10.701,1,0.0312,111.283,4,0.634
146,Hit the Road Jack,Hit the Road Jack,spotify:track:02cflDeFB9gGB8ukUlhN98,Throttle,0.107,0.768,197073,0.886,0.000222,11,0.121,-2.738,0,0.152,123.052,4,0.58
147,,,spotify:track:02cyI9GE6GQqh60CZADM8v,,0.816,0.779,163500,0.288,0.903,0,0.108,-11.875,1,0.0555,134.992,4,0.164
148,I need to paint my walls,Chillhop Essentials Winter 2018,"spotify:track:02cyI9GE6GQqh60CZADM8v,spotify:track:7EnhGSOY5RbeIkFaoxiHZ2",A L E X,,,,,,,,,,,,,
149,Rose Gold,Rose Gold,spotify:track:02dADQ1lF2YLpDYDXLNifI,Headie One,0.361,0.788,204536,0.599,1.02e-05,1,0.32,-6.464,1,0.135,143.087,4,0.419
150,Daydreaming,Daydreaming,spotify:track:02dfEkxZ3MLk5E9XLQs9cd,Milky Chance,0.484,0.696,197928,0.795,0.00451,7,0.182,-5.591,0,0.0562,83.982,4,0.658
151,институт за јебем ти мајку и дете - Kopophobia Remix,In Time,spotify:track:02f1uyB4lalmf0FZoTj6Q8,Jesus Raves,6.29e-05,0.455,377310,0.971,0.94,6,0.385,-6.275,1,0.0571,107.456,4,0.525
152,"Unter Geiern - Karl Mays Gesammelte Werke, Band 35, Teil 42",Unter Geiern,spotify:track:02fnS5H34I9Md9kpdv4nxe,Karl May,0.699,0.725,339815,0.454,0.000857,2,0.161,-12.145,1,0.917,121.596,4,0.773
153,Feel It In My Face,California Kamala Falcon,spotify:track:02hLLlsjyO1zE3VI8LFdMK,Andrew Applepie,0.202,0.735,195621,0.373,0.0721,0,0.104,-8.843,1,0.135,165.957,4,0.256
154,Lemonade,"Lemonade (feat. Gunna, Don Toliver & NAV)",spotify:track:02kDW379Yfd5PzW5A6vuGt,Internet Money,0.256,0.799,195429,0.66,0.0,1,0.111,-6.153,0,0.079,140.04,4,0.471
155,MUGSHOT,MUGSHOT,spotify:track:02n26r4XLCLA6PGhEeiTyt,Kxllswxtch,0.00117,0.861,121600,0.788,0.000741,0,0.0989,-9.244,1,0.265,149.979,4,0.215
156,,,spotify:track:02oKKf06xIoWGGbiAUNiOh,,0.0589,0.702,160131,0.665,0.0426,6,0.104,-8.47,0,0.042,109.976,4,0.56
157,People Say,People Say,spotify:track:02oww1M8Sd61xCN7GJ25Jj,HARRY WAS HERE,0.321,0.591,125408,0.355,2.85e-05,6,0.209,-13.924,1,0.0367,100.008,4,0.312
158,,,spotify:track:02u9LupbcUXwrQfGH0Q9ub,,0.894,0.452,180000,0.306,0.794,0,0.13,-10.766,0,0.0609,81.754,4,0.265
159,Second Wind,Second Wind,"spotify:track:02u9LupbcUXwrQfGH0Q9ub,spotify:track:6TnU0Gqn0EcfE9AUYzJVMB",L'Indécis,,,,,,,,,,,,,
160,022 - Jagd im Untergrund - Teil 22,022/Jagd im Untergrund,spotify:track:02voACWXmT3mcCWtcl1Izv,Die drei !!!,0.485,0.713,92760,0.47,0.0,5,0.485,-14.649,1,0.946,78.114,1,0.522
161,Exhale,Exhale,spotify:track:02w9LnkP1Annrmo6vDrVNd,Paklite,0.0493,0.604,161333,0.61,0.772,6,0.116,-14.846,0,0.0886,89.973,4,0.471
162,Crunch Time,"Evolutions, Vol. 6",spotify:track:02znYbV4bKcjV4kr8TNT6q,Merikan,7.13e-05,0.478,292414,0.998,0.85,6,0.0516,-0.562,0,0.386,173.95,4,0.21
163,Scenario - LP Mix,The Low End Theory,spotify:track:0301nLjG0ti26rx5ZmfqtP,A Tribe Called Quest,0.112,0.795,250133,0.596,0.000176,2,0.111,-14.003,1,0.342,101.78,4,0.618
164,When the Rain Begins to Fall,Greatest Hits,spotify:track:030RDC2ayPOUM32F9IH7eE,Jermaine Jackson,0.0207,0.687,243800,0.847,1.89e-06,0,0.126,-7.273,0,0.0326,152.892,4,0.764
165,Dein ist mein ganzes Herz,Dein ist mein ganzes Herz,spotify:track:030dULvYNT5n8vYpIak51w,Heinz Rudolf Kunze,0.246,0.546,213667,0.822,1.01e-05,7,0.164,-8.7,0,0.0306,148.017,4,0.608
166,"Percy Jackson: Der Fluch des Titanen, Teil 3 - Kapitel 12","Percy Jackson, Teil 3: Der Fluch des Titanen",spotify:track:032FF8AhCEhsFnryZkpqin,Rick Riordan,0.293,0.718,405693,0.354,0.0,1,0.3,-14.507,1,0.952,115.594,3,0.607
167,Wissen schützt vor Dummheit nicht - Zugabe,"Schlaftabletten, Rotwein V Zugabe",spotify:track:032vkvxsDJBuTltrKlTm5C,Alligatoah,0.178,0.552,228080,0.593,0.0227,0,0.0995,-6.765,0,0.0297,139.876,4,0.188
168,A Lion's Heart,The Wild Hunt,spotify:track:0331CPjueco4BlAbhA2ghs,The Tallest Man On Earth,0.885,0.664,195387,0.297,0.0,3,0.137,-8.477,1,0.0394,121.479,4,0.465
169,Misty - Recorded at Spotify Studios NYC,Spotify Singles,spotify:track:034ZKE6KJpa8yVpAPQ9AMT,Sam Barsh,0.317,0.581,98773,0.465,0.94,10,0.29,-9.416,1,0.0306,170.349,4,0.623
170,Spot so um 4,Secco auf Eis,spotify:track:03EMXHarDu4hrQoK9lVXMK,fiio,0.397,0.736,171000,0.531,2.38e-05,0,0.134,-9.516,1,0.108,78.988,4,0.546
171,First Steps,Celeste (Original Soundtrack),spotify:track:03EyMyy76ZYLUh3lvGrNgE,Lena Raine,0.379,0.546,218708,0.635,0.0579,0,0.158,-7.874,1,0.0259,90.011,4,0.0884
172,Down Low - Nightcore Edit,Nightcore,spotify:track:03FLIHlDGaWmEeQnnwnnMY,Upsynth,0.0337,0.525,149011,0.99,0.832,2,0.128,-5.642,0,0.0615,179.987,4,0.398
173,,,spotify:track:03GCRXkR8Ou7cCe0hcw0f5,,0.951,0.449,146510,0.25,0.905,4,0.145,-17.864,1,0.0349,83.105,4,0.0578
174,Coming of Age (demo),Coming of Age (demo),spotify:track:03HonCy9ZfHnYmc7NzFTLN,Maddie Medley,0.789,0.465,251693,0.302,0.0,10,0.0856,-6.394,0,0.027,80.344,4,0.0827
175,SYGL (feat. Shindy),trip,spotify:track:03IT5wsxCVXyGHRDX1wN8I,CRO,0.736,0.772,152595,0.435,0.00054,9,0.141,-8.949,0,0.456,123.651,5,0.752
176,Feeling You,Feeling You,spotify:track:03KisebN9LuPAchPJm32M8,Harrison Storm,0.665,0.644,201196,0.502,0.165,1,0.124,-9.374,0,0.0302,103.987,4,0.159
177,,,spotify:track:03MejMhKBHTeuvgiBTDUhL,,0.351,0.834,221680,0.84,2.1e-05,5,0.0753,-4.777,0,0.0442,117.058,4,0.851
178,Heute mit mir,Heute mit mir,"spotify:track:03MejMhKBHTeuvgiBTDUhL,spotify:track:7fUWZUNj5qbEuoL6K9947g",Nimo,,,,,,,,,,,,,
179,drivers license,drivers license,spotify:track:03NcZJ2UKYAnGQk8zZBXDu,Our Last Night,0.000622,0.489,236458,0.857,7.97e-06,9,0.113,-4.351,1,0.0584,143.928,4,0.247
180,Thirteen Sad Farewells,Vagabond,spotify:track:03RFScByLwJTxTme6n4BpP,Stu Larsen,0.443,0.647,165613,0.402,0.000244,6,0.387,-9.922,1,0.035,114.039,4,0.437
181,Barbès,Barbès,spotify:track:03ROgboCtJacVRSEpwx8j1,Des Lilas,0.0131,0.829,92566,0.337,0.872,8,0.124,-6.944,1,0.0577,80.014,4,0.317
182,Gangnam Style (강남스타일),Gangnam Style (강남스타일),spotify:track:03UrZgTINDqvnUMbbIMhql,PSY,0.00417,0.727,219493,0.937,0.0,11,0.091,-2.871,0,0.286,132.067,4,0.749
183,Kapitel 16 - Die Bibel,Die Bibel,spotify:track:03XoaYTlbi0yp4OEC8Prpg,Martin Luther,0.146,0.686,183432,0.275,0.0,8,0.181,-17.09,1,0.947,103.059,5,0.291
184,"Selassie Souljahz (feat. Sizzla Kalonji, Protoje, Kabaka Pyramid)","Selassie Souljahz (feat. Sizzla Kalonji, Protoje & Kabaka Pyramid) - Single",spotify:track:03Z4mIhCTYhlT1v7mkBJjg,Chronixx,0.24,0.726,255000,0.58,0.0,4,0.291,-7.607,0,0.295,175.907,4,0.868
185,Rootation,Rootation,spotify:track:03a7i4JXaAbiUq2sp0bHTO,IVE,0.826,0.523,100498,0.0164,0.914,9,0.1,-18.91,1,0.303,239.249,3,0.742
186,Wie laut es war,Wie laut es war,spotify:track:03ahAXYDmqnayarkUpT5Ju,Sophia Blenda,0.731,0.22,212248,0.279,0.0685,7,0.108,-13.574,0,0.0358,84.297,3,0.0391
187,,,spotify:track:03bBJjwmMJuzK1QLS7Bx4E,,0.208,0.74,230808,0.532,6.25e-05,11,0.106,-11.07,0,0.0322,124.937,4,0.216
188,Walking Blues,Down The Road Apiece -The Best Of Amos Milburn,spotify:track:03bOxTseTE3Jd6EyHwUhNg,Amos Milburn,0.813,0.566,179907,0.344,0.000398,0,0.177,-12.285,1,0.123,92.331,4,0.689
189,Dilemma,Dilemma,spotify:track:03druhrRJ5f3MJYg38NF2c,Sigma,0.00334,0.493,160114,0.79,0.00394,5,0.116,-4.429,1,0.0355,174.953,4,0.487
190,bad vibes forever (feat. PnB Rock & Trippie Redd),Bad Vibes Forever,spotify:track:03eJ2DclFWXYU8GWgANdmZ,XXXTENTACION,0.334,0.8,150475,0.526,0.00174,8,0.0571,-5.153,1,0.0716,129.874,4,0.746
191,SOUL EATER,HUMANOID-FLAMETHROWER,spotify:track:03egvWyPVBRkKLVIrJbkyR,TJ_beastboy,0.268,0.681,199500,0.504,0.000121,1,0.0979,-7.67,1,0.0634,147.947,4,0.305
192,Overwhelmed (Ryan Mack Remix),Overwhelmed (Ryan Mack Remix),spotify:track:03eyNjBM2mpx28H6kdaufN,Ryan Mack,0.161,0.658,103240,0.445,0.0,0,0.0845,-8.749,0,0.154,174.111,4,0.513
193,Alone,Alone,spotify:track:03geg4TDJddUHR7nbWiFiq,Maël & Jonas,0.0581,0.646,187317,0.572,0.0,1,0.0548,-9.205,1,0.338,163.983,4,0.735
194,"Sakrileg, Kapitel 30",Sakrileg,spotify:track:03gofH1Hgn0ZEPd6euYyhE,Dan Brown,0.216,0.627,337907,0.494,0.0,11,0.0546,-17.063,0,0.933,84.19,5,0.601
195,After Song,Coffee & Jazz,spotify:track:03j490GR6KdGyCQu4Xb7Jx,Cafe Music BGM channel,0.221,0.552,178946,0.238,0.924,5,0.107,-20.957,1,0.0671,67.123,4,0.643
196,Here,Here,spotify:track:03lKT520nSNU9NlQk5nKe6,2 Man Embassy,0.543,0.568,171832,0.487,0.000591,9,0.102,-12.392,0,0.161,88.14,4,0.43
197,Festival Grease,Tangerine Rhapsody,spotify:track:03mc8Pi679YgaoxQx1yHBD,Snorre Kirk,0.772,0.666,318827,0.184,5.74e-05,5,0.108,-14.76,0,0.0446,76.53,4,0.323
198,Schnelle Brille,Altbau,spotify:track:03oGcuku4n7Lq4NTCixgYn,01099,0.149,0.861,138040,0.575,0.621,9,0.235,-11.745,0,0.182,129.988,4,0.578
199,Sleep by the Waves,Summer Breeze,spotify:track:03pd9j9czxa7ydTLcnteP7,Leavv,0.93,0.631,128551,0.0341,0.926,9,0.101,-11.791,1,0.0514,78.997,3,0.291
200,Feelings,Feelings,spotify:track:03rGsS5WWLNwWpugD7lGpA,Grrrcy,0.818,0.655,108042,0.279,0.276,2,0.134,-15.378,0,0.0405,89.983,4,0.461
201,I Died For You,The Dark Saga,spotify:track:03rHMIaoIsrQ3Elkp0KLUk,Iced Earth,0.00233,0.494,227840,0.834,0.00495,10,0.0836,-7.788,0,0.0475,113.261,4,0.214
202,On Site,On Site,spotify:track:03szfRdQQmA2zwcAIr68Tj,T95,0.0348,0.669,269330,0.931,0.00312,11,0.499,-2.417,1,0.161,175.014,4,0.129
203,,,spotify:track:03uYJJEYs6H4GArW20eqvd,,0.0843,0.446,160120,0.328,3.15e-05,2,0.104,-9.653,1,0.0494,126.043,4,0.0436
204,The Coming Tide (Featuring Esther Rose),The Coming Tide,spotify:track:03wmzL7jCAUfwRKCK5Tmlk,Luke Winslow-King,0.632,0.54,168440,0.377,0.000669,8,0.135,-11.656,1,0.0839,175.936,4,0.859
205,Nicht mein Problem Remix,Die bunte Seite der Macht,spotify:track:041QhePzxp1JP6Ri5OepWS,SDP,0.245,0.768,246523,0.839,0.0,7,0.239,-5.169,0,0.0621,90.017,4,0.737
206,,,spotify:track:042S4XST0fErx11OThUPEo,,0.11,0.761,163121,0.753,1.14e-06,9,0.113,-5.041,1,0.0318,109.049,4,0.532
207,Teil 3 Kapitel 6.6,9 Tage wach,spotify:track:042fs9zNvA1qKpGY1pQZVr,Eric Stehfest,0.0943,0.687,120882,0.303,0.000265,0,0.204,-19.729,1,0.942,78.35,4,0.375
208,,,spotify:track:043MJ8zk9VQLvXXV01UbH6,,0.931,0.289,188000,0.36,0.88,5,0.265,-13.008,1,0.0391,119.899,4,0.366
209,Brüh im Lichte,Totschlagargumente,spotify:track:044GhrdIrJnMOTYaLuuOOj,Waving The Guns,0.143,0.549,142232,0.742,0.0,11,0.322,-5.07,1,0.189,89.386,4,0.733
210,Throw It Back (Instrumental),Rookie EP,spotify:track:0455myqKgrIkofngPOUhpK,Proleter,0.117,0.59,181787,0.667,0.541,1,0.206,-4.953,0,0.0892,171.976,4,0.891
211,Blaue Augen,Blaue Augen,spotify:track:045Qp5DqFXTqUuMMBR81iS,JEREMIAS,0.143,0.586,167874,0.547,0.0,0,0.152,-6.748,1,0.108,155.999,4,0.617
212,Son House,Of Two Minds,spotify:track:045fxPIUziQ0c2pI0p6UTo,Naked Cameo,0.221,0.429,204580,0.66,4.12e-06,7,0.247,-7.433,0,0.0508,171.583,4,0.279
213,Останься,Останься,spotify:track:046bCXxggABeexRsTtIGIy,NЮ,0.587,0.688,166250,0.411,0.0,10,0.158,-7.541,0,0.0505,144.075,4,0.439
214,Blasserdünnerjunge macht sein Job,Blasserdünnerjunge macht sein Job,spotify:track:047OpPzzcJgW88cTOKv2QY,POL1Z1STENS0HN a.k.a. Jan Böhmermann,0.165,0.552,249127,0.647,0.0,11,0.0845,-7.637,0,0.469,130.453,1,0.464
215,Monk's Dream - Take 8,Monk's Dream,spotify:track:0488kXJ1YnLMrrM1ssJnev,Thelonious Monk,0.572,0.698,385467,0.278,0.0233,5,0.105,-15.425,1,0.0508,81.079,4,0.77
216,You Saved My Soul - Acoustic Version,Back To You,spotify:track:04BWj0sQxApzDEbyQHHz15,Mighty Oaks,0.768,0.396,220128,0.376,0.0,5,0.142,-9.164,1,0.0559,76.021,4,0.358
217,,,spotify:track:04CpKcl1ItOezCVVkIL3E4,,0.0336,0.387,222173,0.615,0.0,2,0.0752,-7.352,1,0.0531,77.724,4,0.18
218,Lighthouse - Andrelli Remix,Lighthouse,spotify:track:04CttTezSnv71USiiG9mIo,Hearts & Colors,0.0178,0.595,218447,0.662,0.0,11,0.0804,-6.858,0,0.0362,96.053,4,0.417
219,Liebeslied Vong Heute,Liebeslied Vong Heute,spotify:track:04EDIsFd3EeQ3qlUg99HAO,Mira & Adam,0.0988,0.753,162000,0.585,0.0,0,0.0679,-4.064,1,0.0272,105.011,4,0.557
220,Eventually,Currents,spotify:track:04GyFGGvAyItrPfeV0HNj2,Tame Impala,0.012,0.415,318551,0.616,0.000669,9,0.0981,-6.217,0,0.0323,77.969,4,0.142
221,,,spotify:track:04HBhxMywzXCffJEzycMu2,,0.465,0.367,214222,0.515,0.000179,11,0.125,-6.868,0,0.0284,87.325,4,0.249
222,Beside You,Recovery Case,"spotify:track:04HBhxMywzXCffJEzycMu2,spotify:track:7fNRYAg4Z4rNltQj66rH5A",Andreas Kümmert,,,,,,,,,,,,,
223,Keep It On,World Ultimate Deluxe Edition,spotify:track:04I8ABSAw9otMTDThKyfgv,The Nonce,0.0598,0.798,253507,0.704,7.21e-05,1,0.339,-6.693,1,0.208,95.027,4,0.646
224,"Helden des Olymp - Der Sohn des Neptun, Kapitel 51","Helden des Olymp, Teil 2: Der Sohn des Neptun",spotify:track:04Jb6f8uy3sH2SONH6IVcS,Rick Riordan,0.123,0.697,422873,0.37,0.0,0,0.26,-14.575,1,0.939,106.136,4,0.424
225,Wie weit,Nie zur selben Zeit,spotify:track:04L0nUOHytPjPq8LImptwf,Lina Maly,0.927,0.256,182195,0.252,0.0013,5,0.0829,-12.826,1,0.0815,198.589,4,0.146
226,"String Quartet No. 16 in F Major, Op. 135 - Version for String Orchestra: 3. Lento assai, cantante e tranquillo - Live",Beethoven: The Amnesty International Concert; Symphonies Nos.7 & 9; Overtures; String Quartet Arr.; Missa solemnis,spotify:track:04LtEpZCBP5Scerqrn4Uje,Ludwig van Beethoven,0.88,0.102,601000,0.0473,0.932,1,0.177,-27.134,1,0.0455,90.579,4,0.035
227,No Stylist (feat. Drake),No Stylist,spotify:track:04MLEeAMuV9IlHEsD8vF6A,French Montana,0.0215,0.765,192172,0.704,0.0,5,0.227,-4.589,0,0.127,147.055,4,0.498
228,Zu laut in der Disko,Kaputt weil's nicht funktioniert,spotify:track:04NfYJFUf763jO6GFAE9kE,ok.danke.tschüss,0.0517,0.895,184477,0.464,0.0,9,0.111,-7.425,1,0.0912,129.939,4,0.78
229,"Sakrileg, Kapitel 117",Sakrileg,spotify:track:04QnQwQXlp8jf9inXHKKDo,Dan Brown,0.175,0.707,274587,0.497,0.0,2,0.318,-14.729,1,0.9,130.23,5,0.634
230,Flake,Almost Free,spotify:track:04RQeioLmT8kUmN7d01gMK,FIDLAR,6.65e-05,0.526,227917,0.831,0.0026,8,0.163,-3.011,1,0.0657,139.972,4,0.612
231,Hustler,Cool Fame,spotify:track:04Rb0nfe3FHfqZIPXD9WZK,BROKOF,0.837,0.693,232560,0.536,0.0118,6,0.0842,-8.695,1,0.0267,112.331,4,0.623
232,Sunrise Love,Palettes,spotify:track:04SOsj1h4TCNSuGk8Fbl14,Dream Easy Collective,0.631,0.761,101212,0.582,0.0,11,0.751,-9.662,0,0.342,83.038,4,0.776
233,Close Your Eyes,To Be Loved,spotify:track:04THq9ESnlipU969vuvSJx,Michael Bublé,0.43,0.309,213107,0.542,0.0,7,0.0954,-6.023,1,0.031,137.39,4,0.237
234,Good Time Girl - Benny Benassi & BB Team Remix,Good Time Girl,spotify:track:04WQzSBJOfLPjoTVyfeZgN,Sofi Tukker,0.0314,0.644,175624,0.737,0.384,10,0.0593,-7.316,0,0.0352,126.018,4,0.234
235,Help Me,Clover,spotify:track:04YTd5sh1fcbfb5TwbZzqY,OR3O,0.0165,0.607,212938,0.757,0.00177,7,0.372,-5.014,0,0.136,109.767,4,0.443
236,Bloom,Directions,spotify:track:04Z4xUSktqIO8tvf2U7OhY,Blue Wednesday,0.484,0.73,184990,0.28,0.796,9,0.105,-13.009,1,0.0568,146.139,4,0.534
237,Was ich am liebsten mach,Was ich am liebsten mach,spotify:track:04ZSf8YWu6igewKPXwFJV0,Sondaschule,0.0115,0.677,197413,0.674,0.0,10,0.224,-3.545,1,0.0568,160.047,4,0.648
238,Centuries,American Beauty/American Psycho,spotify:track:04aAxqtGp5pv12UXAg4pkq,Fall Out Boy,0.00359,0.393,228360,0.858,0.0,4,0.102,-2.868,0,0.0729,176.042,4,0.56
239,Fission,Blackout: Best Of 2018,spotify:track:04afZFnP49iOfIAuhZUMbA,Redpill,3.42e-05,0.451,293198,0.964,0.531,1,0.119,-1.705,1,0.0892,172.143,4,0.0394
240,"Strandgut, Kapitel 28",Strandgut,spotify:track:04cwOJqbosOew5HvNwyGB4,Benjamin Cors,0.713,0.706,165507,0.41,0.0,1,0.235,-22.38,1,0.95,84.715,4,0.403
241,XO,BEYONCÉ,spotify:track:04cxAqa9ZgLwvEskosNVsB,Beyoncé,0.171,0.47,215947,0.792,1.28e-06,0,0.313,-8.932,1,0.26,170.085,4,0.214
242,I'm Not Sorry,Attack on Robot Pirate Island,spotify:track:04eCCSH6sP6biKT8cGgvPe,Lonely Avenue,5.44e-05,0.556,216412,0.967,0.0,8,0.41,-3.038,1,0.0968,102.511,4,0.494
243,Chapter 7 (feat. Ty),Chapter 7,spotify:track:04fnzAJxtQZFVbn8N3XrQm,Ezra Collective,0.205,0.787,287321,0.523,0.0492,7,0.115,-8.628,0,0.0603,105.041,4,0.803
244,Vergiss nie,Nichts zu verlieren,spotify:track:04iuSHmvoB24V4z25Bmt12,Rogers,0.000466,0.543,218107,0.964,0.0,1,0.307,-2.688,1,0.0594,130.053,4,0.465
245,Perfume de Gardenias,The Pact,spotify:track:04jSrNvP49i0yowaoKICfz,Wisecräcker,0.0192,0.437,162120,0.969,3.96e-05,2,0.271,-3.206,1,0.0999,172.025,4,0.707
246,,,spotify:track:04nGzKOAcyzh9DEebAuMV7,,0.509,0.828,196199,0.498,0.000984,1,0.111,-9.882,0,0.0475,105.033,4,0.106
247,Flies And Spiders - Extended Version,The Hobbit - The Desolation Of Smaug,spotify:track:04oXtC6fkQOaZLfRS3pvCS,Howard Shore,0.569,0.21,575507,0.301,0.887,7,0.323,-15.629,1,0.0444,120.439,4,0.0383
248,Legends Never Die (feat. Against the Current),Legends Never Die (feat. Against The Current),spotify:track:04pjfS3YIK6gXjxi1zHeZa,League of Legends,0.00786,0.498,235000,0.598,0.0,4,0.111,-6.638,0,0.0377,140.078,4,0.0573
249,"The Name of Life (From ""Spirited Away"")","Anime Music Collection, Vol. 1",spotify:track:04sL1BzXAx1DfzSqk3BIDw,Celestial Aeon Project,0.982,0.153,183840,0.0552,0.957,1,0.119,-22.827,1,0.0325,48.294,5,0.157
250,Positive Procrastination,Positive Procrastination,spotify:track:04u9W6iqD8YYusayEIyTKk,Gentle Bones,0.326,0.707,162017,0.515,0.0,9,0.441,-6.597,1,0.0677,92.991,4,0.608
251,,,spotify:track:04wXKFUp0cC5gdOGNAFoLx,,0.207,0.615,247721,0.696,0.0,11,0.13,-7.188,0,0.324,132.134,4,0.288
252,one summer's day ~ spirited away lofi,one summer's day ~ spirited away lofi,spotify:track:04xkC5CKBydvocME5rVIki,Closed on Sunday,0.27,0.917,104900,0.283,0.802,6,0.0688,-13.366,1,0.309,91.996,4,0.856
253,Mind & Dolls,Mind & Dolls,spotify:track:04yMR9MqZTpFfmuEQfBk13,Burr Oak,0.00303,0.48,320000,0.95,0.0171,4,0.0976,-0.434,0,0.302,174.155,4,0.209
254,"Percy Jackson: Die Schlacht um das Labyrinth, Teil 4 - Kapitel 42","Percy Jackson, Teil 4: Die Schlacht um das Labyrinth",spotify:track:05285Sk17vfYDKCpPaa6Vu,Rick Riordan,0.116,0.658,313080,0.453,0.0,8,0.269,-13.91,1,0.955,93.103,3,0.317
255,That's All Right - 78 Version,That's All Right,spotify:track:052mdzkV9nHW4hIBZJ3KCV,"Arthur ""Big Boy"" Crudup",0.619,0.67,144640,0.174,0.0,10,0.0863,-16.833,1,0.0581,94.774,4,0.776
256,I'm Yours,I'm Yours,spotify:track:053EDVshTHTBGMJFAfIwCW,Lofi Fruits Music,0.842,0.627,119812,0.15,0.882,11,0.121,-15.166,1,0.0614,80.013,4,0.288
257,Keiner ist wie du - Live 2016,Muttersprache - Live,spotify:track:057Z7IapFB4hjsH3kRXDig,Sarah Connor,0.855,0.436,311173,0.331,0.0,6,0.732,-13.217,1,0.111,129.417,4,0.354
258,COLT,Jibrail & Iblis,spotify:track:058Gim5mR65BceauqFm3oa,Samra,0.383,0.711,179773,0.512,0.0,9,0.0985,-6.205,0,0.416,95.287,4,0.208
259,WANNA BE (feat. Machine Gun Kelly),Tell Me About Tomorrow,spotify:track:058pBOh77XQJNg3YWGr4jN,jxdn,0.00017,0.424,158022,0.937,0.0,7,0.31,-4.448,1,0.156,170.058,4,0.427
260,heart cold,speakofmydemons,spotify:track:05B9OSzHLg8XuCveOFxAys,youareslowlykillingme,0.00369,0.468,129559,0.465,0.384,7,0.404,-12.027,1,0.029,94.908,4,0.183
261,Home - Remix,It's Time,spotify:track:05BjbsGWP4UczpeL6ObGr4,Michael Bublé,0.624,0.595,221773,0.478,7.07e-05,7,0.19,-7.207,1,0.0276,131.689,4,0.167
262,Evacuate the Dancefloor - Nightcore Edit,Nightcore,spotify:track:05BtN8RrrRQdmNnGTX9cHo,Cascada,0.0641,0.7,164707,0.712,1.55e-05,6,0.167,-6.424,0,0.0413,158.728,4,0.722
263,Call You Mine (feat. Bebe Rexha),World War Joy,spotify:track:05CwHjIk71RXVU40boRMnR,The Chainsmokers,0.225,0.591,217653,0.702,0.0,7,0.414,-5.59,1,0.0289,104.003,4,0.501
264,"Percy Jackson: Diebe im Olymp, Teil 1 - Kapitel 17","Percy Jackson, Teil 1: Diebe im Olymp",spotify:track:05EJCr8XFs4VjCMClyuH2x,Rick Riordan,0.195,0.719,266560,0.272,0.0,9,0.392,-21.221,0,0.963,85.222,3,0.611
265,leichter//kälter,leichter//kälter,spotify:track:05FN4XjxvZLo4qwmQC7yxh,Edwin Rosen,0.0442,0.607,195302,0.687,0.558,3,0.204,-8.372,0,0.0285,148.974,4,0.66
266,transparency,Shapeshifter,spotify:track:05FuhMHmo0gi65Sotwj01c,Sun Of They,0.971,0.491,107096,0.134,0.916,8,0.114,-18.541,0,0.0459,143.278,4,0.18
